mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.8238358020782472,0.11081718363153673,0.06018252372741699,0.01239139020029803,,,0.5,4,10,500,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 500}",1.0,0.9986666666666666,0.976,0.9944827586206896,0.9524137931034483,0.984312643678161,0.018122908569956703,408
4.68042516708374,0.29968342504865436,0.08301119804382324,0.005240366344258836,,,0.5,4,10,800,"{'class_weight': None, 'max_depth': None, 'max_features': 0.5, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 800}",1.0,0.9986666666666666,0.976,0.9944827586206896,0.9517241379310345,0.9841747126436781,0.018366153593860266,429
1.794776487350464,0.09172985579909113,0.023920249938964844,0.002755656295966031,,,1.0,1,2,200,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",0.998,1.0,0.9696666666666668,0.9968965517241379,0.9517241379310346,0.9832574712643678,0.019301502628015717,503
4.332385492324829,0.4025719999907205,0.05197591781616211,0.004193524673134063,,,1.0,1,2,500,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}",0.998,1.0,0.9689999999999999,0.996551724137931,0.9496551724137932,0.9826413793103448,0.02002440366087941,587
6.893801593780518,0.4140698143919853,0.07944488525390625,0.012735707678167658,,,1.0,1,2,800,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 800}",0.9986666666666667,1.0,0.9683333333333335,0.9975862068965518,0.9517241379310346,0.9832620689655173,0.019698472705405756,501
1.6315364360809326,0.09872247518793528,0.024497604370117186,0.00308192696998064,,,1.0,1,5,200,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 200}",0.9986666666666666,1.0,0.9686666666666666,0.9951724137931035,0.9489655172413793,0.9822942528735632,0.020218368717846172,616
4.285131311416626,0.13799474238068898,0.04978442192077637,0.00759408477108557,,,1.0,1,5,500,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 500}",0.9986666666666666,1.0,0.9683333333333333,0.9958620689655172,0.9475862068965517,0.9820896551724136,0.020808563031009867,630
6.573572874069214,0.5421940976876233,0.06547236442565918,0.0029708909694475135,,,1.0,1,5,800,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 800}",0.9986666666666667,1.0,0.9736666666666668,0.9958620689655172,0.9482758620689656,0.9832942528735632,0.01996156910122435,494
1.600174617767334,0.08415570449782034,0.021481037139892578,0.0018009498684275365,,,1.0,1,10,200,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 200}",0.9986666666666667,1.0,0.9666666666666667,0.9917241379310345,0.9472413793103449,0.9808597701149427,0.02065482432113187,642
3.8092417240142824,0.596818024217388,0.042099809646606444,0.00475990675032426,,,1.0,1,10,500,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}",0.9986666666666667,1.0,0.9663333333333335,0.9917241379310344,0.9462068965517243,0.9805862068965518,0.021037743607555344,646
6.568671178817749,0.3517196745959818,0.06830167770385742,0.002985515949900899,,,1.0,1,10,800,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 800}",0.9986666666666667,1.0,0.9716666666666668,0.9924137931034482,0.9465517241379311,0.9818597701149425,0.020364108533628477,633
1.594351577758789,0.12600440435760427,0.019865942001342774,0.0028305087264637457,,,1.0,2,2,200,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 200}",0.9993333333333333,1.0,0.9770000000000001,0.9958620689655172,0.9500000000000001,0.9844390804597701,0.019161710951807152,378
4.550355339050293,0.16736198531857466,0.05802464485168457,0.00976974915590968,,,1.0,2,2,500,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 500}",0.9986666666666667,1.0,0.9763333333333333,0.9951724137931035,0.9500000000000001,0.9840344827586207,0.019030006692326754,443
7.72373514175415,1.0515577495459913,0.07538352012634278,0.007464291543137112,,,1.0,2,2,800,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 800}",0.9993333333333333,1.0,0.9760000000000001,0.996551724137931,0.9489655172413793,0.9841701149425287,0.019697345895534044,432
2.1559611320495606,0.402032852968781,0.02513294219970703,0.002057630588285619,,,1.0,2,5,200,"{'class_weight': None, 'max_depth': None, 'max_features': 1.0, 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 200}",0.9986666666666668,1.0,0.9763333333333334,0.9958620689655173,0.9493103448275864,0.9840344827586207,0.019359565076257964,443
